1,01/01/1986,62.5
2,02/01/1986,67.5
3,03/01/1986,78.2
4,04/01/1986,91.3
5,05/01/1986,78
6,06/01/1986,85.3
7,07/01/1986,98.2
8,08/01/1986,78.3
9,09/01/1986,90.2
